,Titre,Entreprise,Localisation,Lien,Compétences,mapped_role
221,DevOps Engineer / Cloud Platform Expert (Azure) (H/F),Devoteam,Casablanca,https://ma.linkedin.com/jobs/view/devops-engineer-cloud-platform-expert-azure-h-f-at-devoteam-4269709694?position=10&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=mfZDarV9nNthUkT4BHVlmA%3D%3D,"agile, azure, ci/cd, docker, kubernetes, microservices",autre
222,Consultant .Net confirmé,BROME Consulting & Technology,Rabat,https://ma.linkedin.com/jobs/view/consultant-net-confirm%C3%A9-at-brome-consulting-technology-4214646372?position=1&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=78W9x8C0EfUxl%2Fb8wR4TKA%3D%3D,"agile, azure, c#, ci/cd, design patterns, git, postgresql, scrum, sql",autre
223,Frontend Engineer – Tracking & Data Layer Implementation,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/frontend-engineer-%E2%80%93-tracking-data-layer-implementation-at-imedia24-gmbh-4266530781?position=2&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=aZrG%2BADRqx%2FOVmPwkVyeeA%3D%3D,"angular, css, html, javascript, react, typescript",data engineer
224,Testeur AS400 / RPG (F/H),CGI,Casablanca,https://ma.linkedin.com/jobs/view/testeur-as400-rpg-f-h-at-cgi-4266748048?position=3&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=9tWdTS6N8YUrKWVkRUPFcg%3D%3D,,autre
225,Développeur ABAP H/F,Petit Forestier Group,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-abap-h-f-at-petit-forestier-group-4266673953?position=4&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=LELxg4ulNFSTgpuHY8mQEQ%3D%3D,,autre
226,Ingénieur N3 Sénior (Windows & Citrix),Inetum,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-n3-s%C3%A9nior-windows-citrix-at-inetum-4245291060?position=5&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=BfFlV2G04PdzOpucqqfukA%3D%3D,agile,autre
227,ServiceNow Developer,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/servicenow-developer-at-inetum-4228966121?position=6&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=1skFviM6TqoP5b7qyqrbRQ%3D%3D,javascript,autre
228,Pilote Développement EE / Software,SEGULA Technologies,Casablanca,https://ma.linkedin.com/jobs/view/pilote-d%C3%A9veloppement-ee-software-at-segula-technologies-4028611121?position=7&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=y9Rf6Jo0JBiuegwEU7QVOA%3D%3D,,autre
229,Azure DevOps Engineer - Tech Lead,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/azure-devops-engineer-tech-lead-at-lumenalta-4279525467?position=8&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=j%2BUPPu3jyEiuTCxFuMr8jg%3D%3D,"azure, ci/cd, etl, jenkins, kubernetes, postgresql, power bi, terraform",autre
230,QA Engineer,IDEMIA,Casablanca,https://ma.linkedin.com/jobs/view/qa-engineer-at-idemia-4271340372?position=9&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=iQI0%2Fl815682sUCgP9ia8w%3D%3D,"ci/cd, jenkins, linux, oracle, sql",autre
231,PLM/Windchill Developer,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/plm-windchill-developer-at-inetum-4203436244?position=10&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=%2BVd37ozoR%2BskzlzBliXfVQ%3D%3D,"agile, git, java, oracle, scrum, sql",autre
232,Data Scientists,Wafasalaf,Casablanca,https://ma.linkedin.com/jobs/view/data-scientists-at-wafasalaf-4268089653?position=1&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=hJU7ZjPrBut5YK0qo%2B5V4g%3D%3D,"deep learning, machine learning",data scientist
233,Data scientist,DXC Technology,Maroc,https://ma.linkedin.com/jobs/view/data-scientist-at-dxc-technology-4271725417?position=2&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=j9KQ5iJzEVIilSJAnpx2Rg%3D%3D,"aws, azure, google cloud, hadoop, machine learning, matplotlib, power bi, python, pytorch, r, scikit-learn, spark, sql, tableau, tensorflow",data scientist
234,Data Scientist / ML Engineer,Coface,Casablanca,https://ma.linkedin.com/jobs/view/data-scientist-ml-engineer-at-coface-4280120525?position=3&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=q3ZKiw5Gz657Tmew%2Ft5tow%3D%3D,"airflow, ci/cd, docker, git, java, kubernetes, linux, machine learning, nlp, nosql, python, react, sql",data scientist
235,Data scientist (H/F) - Rabat,Sofrecom Maroc,Rabat,https://ma.linkedin.com/jobs/view/data-scientist-h-f-rabat-at-sofrecom-maroc-4275728715?position=4&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=UNbodjjU8fanJ84vwSjUAg%3D%3D,"machine learning, nosql, power bi, python, r, scikit-learn, sql, superset, tableau, tensorflow",data scientist
236,Consultant Data Scientist H/F,Deloitte,Casablanca,https://ma.linkedin.com/jobs/view/consultant-data-scientist-h-f-at-deloitte-4263141150?position=5&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=2KVnGcMhiNX449mPwnw%2BZA%3D%3D,"deep learning, machine learning, nosql, pandas, python, sql, tensorflow",data scientist
237,Artificial Intelligence Engineer,Talent Performer,Casablanca,https://ma.linkedin.com/jobs/view/artificial-intelligence-engineer-at-talent-performer-4282600660?position=6&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=TdBtKY1ns6Ehp9%2Bi49Ccig%3D%3D,agile,autre
238,Data Analytics - Senior Data Scientist - Casablanca,Infomineo,Casablanca,https://ma.linkedin.com/jobs/view/data-analytics-senior-data-scientist-casablanca-at-infomineo-4268568182?position=7&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=HNr8e47jEbnVa0%2B5sK0YMg%3D%3D,"aws, azure, docker, etl, google cloud, hadoop, ibm cloud, javascript, kubernetes, looker, machine learning, mongodb, nosql, power bi, python, r, snowflake, spark, sql, tableau",data scientist
239,Datascientist,CIH BANK,Casablanca,https://ma.linkedin.com/jobs/view/datascientist-at-cih-bank-3659272624?position=8&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=cEee%2FbzHqbv%2BeeaD0jk1SA%3D%3D,,data scientist
240,Coders - AI Training [Remote],Braintrust,Maroc,https://ma.linkedin.com/jobs/view/coders-ai-training-remote-at-braintrust-4201817124?position=9&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=JA2zsXPWS2dFu8OBn%2BjM8g%3D%3D,"c++, generative ai, html, java, javascript, php, python, r, sql, typescript",autre
241,Python Developer Rabat,A3malouna.com,Rabat,https://ma.linkedin.com/jobs/view/python-developer-rabat-at-a3malouna-com-4225907112?position=10&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=la4uw7Syi4tGL3c5bafa8g%3D%3D,"fastapi, flask, git, mongodb, nosql, oracle, postgresql, python, redis, sql",web developer
242,AI / ML - Software Development Manager,Oracle,Casablanca,https://ma.linkedin.com/jobs/view/ai-ml-software-development-manager-at-oracle-4234199113?position=1&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=aEhSzKu05hF6%2BKcA19EORA%3D%3D,"java, machine learning, oracle, python",autre
243,Senior Data Scientist - Casablanca,Artefact,Casablanca,https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-3776222663?position=2&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=thfukK7wZkqbAQ9lHXEtYQ%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark",data scientist
244,Senior Data Scientist - Casablanca,Artefact,Casablanca,https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-4279613468?position=3&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=6M8JPRpFyljYygovaczBbw%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark",data scientist
245,Senior Data Scientist - Casablanca,Artefact,Casablanca,https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-4109316157?position=4&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=UYU%2FdJXLpTYaluCyY%2FJbNA%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark",data scientist
246,AD Software Engineer - Junior H/F,Stellantis,Casablanca,https://ma.linkedin.com/jobs/view/ad-software-engineer-junior-h-f-at-stellantis-3543048045?position=5&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=fF3293yEcBabq96VDwVyWQ%3D%3D,"c++, git, github, linux, python",software engineer
247,Consultant(e) Senior Data Science,Sia,Casablanca,https://ma.linkedin.com/jobs/view/consultant-e-senior-data-science-at-sia-4267066418?position=6&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=tyApM52fn3%2B4w6P%2B2dG3mQ%3D%3D,"bash, c++, java, linux, machine learning, python, r",data scientist
248,Fullstack Python Developer,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/fullstack-python-developer-at-imedia24-gmbh-4267953073?position=7&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=KOvkLGK%2B9J8uzebUW2fZEw%3D%3D,"angular, ci/cd, docker, gcp, kafka, kubernetes, microservices, next.js, nosql, python, sql, terraform",web developer
249,Senior DataScientist (DS) / Tech Lead DS / Spécialiste ML,BROME Consulting & Technology,Casablanca,https://ma.linkedin.com/jobs/view/senior-datascientist-ds-tech-lead-ds-sp%C3%A9cialiste-ml-at-brome-consulting-technology-4200185588?position=8&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=fzhVEitOhifIxirl5nvKaQ%3D%3D,machine learning,data scientist
250,Lead Data Scientist,Leyton CognitX,Casablanca,https://ma.linkedin.com/jobs/view/lead-data-scientist-at-leyton-cognitx-4281493314?position=9&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=qfQiioXeBTKA958aK8s4Sw%3D%3D,"java, machine learning, python, r, sql",data scientist
251,AD Simulation SW Developer - Junior H/F,Stellantis,Casablanca,https://ma.linkedin.com/jobs/view/ad-simulation-sw-developer-junior-h-f-at-stellantis-4222275597?position=10&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=PnqCjKd1sbYK4QCqZi4MMw%3D%3D,"c++, docker, git, github, kubernetes, linux, python",autre
252,COLCOM - Professor in Data Sciences,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/colcom-professor-in-data-sciences-at-um6p-university-mohammed-vi-polytechnic-4267599440?position=1&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=Q5WXHdfxcnWA9KxOJm9ktQ%3D%3D,,data scientist
253,Ingénieur QA & Automatisation,SQLI,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automatisation-at-sqli-4280233679?position=2&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=f9%2B%2FpFbQNYjeLrEWwaO3tA%3D%3D,"java, python",autre
254,Ingénieur Etudes & Développement H/F,BMCE Capital,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-etudes-d%C3%A9veloppement-h-f-at-bmce-capital-4280484382?position=3&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=oDcdDS63lH443VJ%2F35G3eA%3D%3D,"agile, bdd, ci/cd, docker, git, github, gitlab, java, jenkins, kubernetes, microservices, oracle, postgresql, react, scrum, spring boot, sql, tdd",autre
255,Ingénieur étude et développement ProC,Nexpublica,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tude-et-d%C3%A9veloppement-proc-at-nexpublica-4270716315?position=4&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=6euH59K%2FjGFxpOcFPTAITg%3D%3D,"agile, gitlab, java, linux, oracle, scrum, sql",autre
256,POO Senior,AXONE,Casablanca,https://ma.linkedin.com/jobs/view/poo-senior-at-axone-4282633380?position=5&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=zB1oY3bgyXBTDJrJzVVEjg%3D%3D,"agile, ci/cd, docker, git, mysql, php, postgresql",autre
257,Programmer-Automation Engineer,Wexus,Settat,https://ma.linkedin.com/jobs/view/programmer-automation-engineer-at-wexus-4280186225?position=6&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=7roNAUD%2B%2F8UZZ457qXgAkg%3D%3D,,autre
258,Process Programmer,Aptiv,Tanger,https://ma.linkedin.com/jobs/view/process-programmer-at-aptiv-4194774785?position=7&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=wJVriQE3WXRxGVUAIBDf7A%3D%3D,,autre
259,General Pipeline MO,Mindera,Casablanca,https://ma.linkedin.com/jobs/view/general-pipeline-mo-at-mindera-4264182920?position=8&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=9VgsdQYkmXb8qNNXQOJ4Sw%3D%3D,"agile, angular, aws, azure, ci/cd, gcp, java, kubernetes, node.js, react, scrum, vue.js",autre
260,Software Development Engineer,IDEMIA,Casablanca,https://ma.linkedin.com/jobs/view/software-development-engineer-at-idemia-4271342982?position=9&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=%2FSg9pczjvZd6TZ5Q4tdFAg%3D%3D,"agile, ci/cd, design patterns, java, linux, oracle, postgresql, scrum",software engineer
261,"Ingénieur Talend ""Build""",Smile,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-talend-build-at-smile-4211741647?position=10&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=V7eBGThJ0jAB2CsvgYtKUg%3D%3D,"docker, etl, git, gitlab, kubernetes",autre
262,Apex Engineer,Oracle,Agadir,https://ma.linkedin.com/jobs/view/apex-engineer-at-oracle-4265173200?position=1&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=7AtVF%2FDNZrz323Yk4IvK2g%3D%3D,"agile, bash, ci/cd, docker, git, gitlab, java, javascript, jenkins, kubernetes, oracle, php, python, scrum, sql, typescript",autre
263,"Back-End Sénior Python((FastAPI, NumPy, Pandas, Requests) Min 7 Ans Exp Freelance Mission Longue Durée  Rabat Ou Tanger",Confidentiel,Rabat,https://ma.linkedin.com/jobs/view/back-end-s%C3%A9nior-python-fastapi-numpy-pandas-requests-min-7-ans-exp-freelance-mission-longue-dur%C3%A9e-rabat-ou-tanger-at-confidentiel-4282643005?position=2&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=vCJ56EI5zRcKsq0UxQ8Jsw%3D%3D,"fastapi, git, microservices, numpy, pandas, python, scrum",web developer
264,Confirmed++ QA Automation - Selenium Java / Karate API,SQLI,Casablanca,https://ma.linkedin.com/jobs/view/confirmed%2B%2B-qa-automation-selenium-java-karate-api-at-sqli-4266951569?position=3&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=9tdewYCqnz2Bx7FLRr%2BP9w%3D%3D,"agile, ci/cd, gitlab, java, jenkins, scrum, sql",autre
265,Backend Developer (Python)- French Speakers,SSC HR Solutions,Marrakech,https://ma.linkedin.com/jobs/view/backend-developer-python-french-speakers-at-ssc-hr-solutions-4282118912?position=4&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=s3lJ8RlQMakn8O0%2Fj4GPJw%3D%3D,"agile, bdd, django, docker, elasticsearch, git, gitlab, grpc, linux, python",web developer
266,Tech Lead / Senior Python Developer,CAPFI,Casablanca,https://ma.linkedin.com/jobs/view/tech-lead-senior-python-developer-at-capfi-groupe-4213056514?position=5&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=EPyljPBSi20Q%2FDX7s6%2FI4A%3D%3D,"python, scrum",web developer
267,Backend Developer - Java & Python,Cnexia,Maroc,https://ma.linkedin.com/jobs/view/backend-developer-java-python-at-cnexia-3888339341?position=6&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=xTuN4LdnZWCPmuRirTdIlw%3D%3D,"agile, java, mysql, oracle, python",web developer
268,Développeur(se) Back-End Python Senior| Devoteam Maroc Nearshore,Devoteam,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-back-end-python-senior-devoteam-maroc-nearshore-at-devoteam-4235099654?position=7&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=cTlYOt1q%2FhM0I9cxFYRJwg%3D%3D,"fastapi, git, kubernetes, microservices, numpy, pandas, python, scrum",web developer
269,Requirement engineer - garmanophone,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/requirement-engineer-garmanophone-at-alten-4270273717?position=8&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=uP8mlHMt%2BVp3kGbMj90JBw%3D%3D,,autre
270,Senior Python Technical Expert,SQLI,Rabat,https://ma.linkedin.com/jobs/view/senior-python-technical-expert-at-sqli-4278907488?position=9&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=5X0aopc%2FgFQhWoZ%2F4MvVpQ%3D%3D,"agile, airflow, ci/cd, etl, git, python, vue.js",autre
271,Quality Assurance Automation Engineer,TransPerfect,Casablanca,https://ma.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-transperfect-4232930691?position=1&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=5hmxJixDkpEqDAduYvTzhQ%3D%3D,"agile, bitbucket, c#, c++, ci/cd, java, scrum",autre
272,Software Engineer,Nuitée,Casablanca,https://ma.linkedin.com/jobs/view/software-engineer-at-nuit%C3%A9e-4268785316?position=2&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=E8MAh98w4mqOxTC%2FyGHizQ%3D%3D,"aws, ci/cd, gcp, java",software engineer
273,Développeur Kotlin/Swift (Remote),GEEKFACT,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-kotlin-swift-remote-at-geekfact-4266166602?position=3&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=FHXinG%2Fzdb0l%2FHkp7rLFsw%3D%3D,"git, java",autre
274,GTI - Postdoctoral Researcher Roadmap for Decarbonization in Mining - Sustainable Mobile Equipment,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/gti-postdoctoral-researcher-roadmap-for-decarbonization-in-mining-sustainable-mobile-equipment-at-um6p-university-mohammed-vi-polytechnic-4275537144?position=4&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=TUlujVpePPXF2SXlViGGrA%3D%3D,python,autre
275,Dév Mobile React Native,BROME Consulting & Technology,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9v-mobile-react-native-at-brome-consulting-technology-4214641733?position=5&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=djj3gfXbW0OYxbAobzEkwQ%3D%3D,"javascript, react, typescript",autre
276,GTI - Postdoctoral Researcher Roadmap for Decarbonization in Mining - Decision-support System,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/gti-postdoctoral-researcher-roadmap-for-decarbonization-in-mining-decision-support-system-at-um6p-university-mohammed-vi-polytechnic-4275534272?position=6&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=taFqX5TCoWC3NwS9QTRlOQ%3D%3D,python,autre
277,DevOps Engineer,Apside,Casablanca,https://ma.linkedin.com/jobs/view/devops-engineer-at-apside-4268537178?position=7&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=syf29cWdRNTOdxwu%2F6ha2A%3D%3D,"aws, azure, bash, ci/cd, docker, gcp, github, gitlab, jenkins, kubernetes, linux, nosql, python, sql, terraform",autre
278,Senior Programmer,Calsina Carre,Tanger,https://ma.linkedin.com/jobs/view/senior-programmer-at-calsina-carre-4263067812?position=8&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=bat3ICBEQD%2B7Y8eKNe5lGg%3D%3D,"azure, c#, rest api, sql",autre
279,Data Analytics - Data Science Team Lead - Casablanca,Infomineo,Casablanca,https://ma.linkedin.com/jobs/view/data-analytics-data-science-team-lead-casablanca-at-infomineo-4248019105?position=9&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=Hznkls1R6J%2BtW%2B8YN9KMRQ%3D%3D,"aws, azure, docker, etl, google cloud, hadoop, ibm cloud, javascript, kafka, kubernetes, looker, machine learning, mongodb, nosql, power bi, python, r, snowflake, spark, sql, tableau",data scientist
280,Senior Applications Engineer - Fintech,Oracle,Casablanca,https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236014900?position=10&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=X0um%2BKsmuxkgpj1V48NDBQ%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react",autre
281,DEVOPS ENGINEER,RIBATIS,Casablanca,https://ma.linkedin.com/jobs/view/devops-engineer-at-ribatis-4270029234?position=1&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=lcMyItoxyH2yqDOpLaZNBg%3D%3D,ci/cd,autre
282,"Confirmed++ QA Automation_Playwright JavaScript, Karate",SQLI,Rabat,https://ma.linkedin.com/jobs/view/confirmed%2B%2B-qa-automation-playwright-javascript-karate-at-sqli-4266950620?position=2&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=TFLeBb7Yng6TJGt7Gro2qw%3D%3D,"agile, ci/cd, gitlab, javascript, jenkins",autre
283,Core Java developer,DXC Technology Morocco,Rabat,https://ma.linkedin.com/jobs/view/core-java-developer-at-dxc-technology-morocco-4273709906?position=3&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=mQnHsD7M1jKRJZ7RZp%2FkAA%3D%3D,"java, oracle, python, sql",autre
284,QA Automation (H/F),Devoteam,Casablanca,https://ma.linkedin.com/jobs/view/qa-automation-h-f-at-devoteam-4255755899?position=4&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=mOHwpxx48ZZPFFwowPqqaA%3D%3D,"agile, ci/cd, gitlab, java, javascript, jenkins, kanban, scrum",autre
285,Concepteur/Programmeur H/F,Groupe MECACHROME,Tanger,https://ma.linkedin.com/jobs/view/concepteur-programmeur-h-f-at-groupe-mecachrome-4264468833?position=5&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=rMtrd06SD65kr7ycVY70DA%3D%3D,,autre
286,Senior Applications Engineer - Fintech,Oracle,Casablanca,https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236015813?position=6&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=NzWRTt9GWqkWZN8ZTLwrVw%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react",autre
287,Full Stack Developer,Cnexia,Rabat,https://ma.linkedin.com/jobs/view/full-stack-developer-at-cnexia-4277669991?position=7&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=9HrQs6YQSY0B%2BsdDQ2ka%2FA%3D%3D,"java, sql",web developer
288,JAVA Developer (Relocation to Portugal) ENG/FR,Affinity,Casablanca,https://ma.linkedin.com/jobs/view/java-developer-relocation-to-portugal-eng-fr-at-affinity-4275573819?position=8&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=AVQbWtAAhI%2FKWuHw%2F12cHA%3D%3D,"ci/cd, docker, java, kubernetes, linux, microservices, postgresql, shell scripting",autre
289,Site Manager for Inspirational and Demonstration,ICARDA; International Center for Agricultural Research in the Dry Areas,Rabat,https://ma.linkedin.com/jobs/view/site-manager-for-inspirational-and-demonstration-at-icarda-international-center-for-agricultural-research-in-the-dry-areas-4270404827?position=9&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=xmtTn29kfyLRKkOsZtM0hA%3D%3D,,autre
290,Développeur full stack ReactJS NodeJS,Alter Solutions Group,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-reactjs-nodejs-at-alter-solutions-group-4260890517?position=10&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=qcZxCnFzMuXzUN%2F9hcgohA%3D%3D,"agile, bdd, graphql, tdd, typescript",web developer
291,Senior Applications Engineer - Fintech,Oracle,Casablanca,https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236013901?position=1&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=LKB01vtpX08VdRJR4xYyog%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react",autre
292,Software Engineer - X Delivery,Boston Consulting Group (BCG),Casablanca,https://ma.linkedin.com/jobs/view/software-engineer-x-delivery-at-boston-consulting-group-bcg-4205210893?position=2&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=%2FOGvbEn%2Fbv7y8p7JleqpQg%3D%3D,"agile, angular, aws, azure, c#, ci/cd, design patterns, django, docker, flask, gcp, git, java, javascript, kubernetes, microservices, mongodb, nosql, python, react, spark, sql, terraform, typescript",software engineer
293,CDI – Cloud Solution Engineer,SoftyDev,Casablanca,https://ma.linkedin.com/jobs/view/cdi-%E2%80%93-cloud-solution-engineer-at-softydev-4174655262?position=3&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=JscQi1NAkGShqssinIX4wQ%3D%3D,"angular, javascript",autre
294,Développeur JAVA - KOTLIN,SII Group Morocco,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-kotlin-at-sii-group-morocco-4277715233?position=4&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=FXXPC5qJ891tW5FLUXHtXQ%3D%3D,"azure, ci/cd, docker, git, java, jenkins, kafka, kubernetes, microservices, mongodb, mysql, nosql, postgresql, spring boot, sql, websocket",autre
