Source,Rôle,Titre,Entreprise,Localisation,Lien,Compétences
LinkedIn,data scientist,Backend Developer - Java & Python,Cnexia,Maroc,https://ma.linkedin.com/jobs/view/backend-developer-java-python-at-cnexia-3888339341?position=6&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=xTuN4LdnZWCPmuRirTdIlw%3D%3D,"agile, java, mysql, oracle, python"
LinkedIn,data scientist,Développeur(se) Back-End Python Senior| Devoteam Maroc Nearshore,Devoteam,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-back-end-python-senior-devoteam-maroc-nearshore-at-devoteam-4235099654?position=7&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=cTlYOt1q%2FhM0I9cxFYRJwg%3D%3D,"fastapi, git, kubernetes, microservices, numpy, pandas, python, scrum"
LinkedIn,data scientist,Requirement engineer - garmanophone,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/requirement-engineer-garmanophone-at-alten-4270273717?position=8&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=uP8mlHMt%2BVp3kGbMj90JBw%3D%3D,
LinkedIn,data scientist,Senior Python Technical Expert,SQLI,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-python-technical-expert-at-sqli-4278907488?position=9&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=5X0aopc%2FgFQhWoZ%2F4MvVpQ%3D%3D,"agile, airflow, ci/cd, etl, git, python, vue.js"
LinkedIn,data scientist,Quality Assurance Automation Engineer,TransPerfect,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-transperfect-4232930691?position=1&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=5hmxJixDkpEqDAduYvTzhQ%3D%3D,"agile, bitbucket, c#, c++, ci/cd, java, scrum"
LinkedIn,data scientist,Software Engineer,Nuitée,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/software-engineer-at-nuit%C3%A9e-4268785316?position=2&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=E8MAh98w4mqOxTC%2FyGHizQ%3D%3D,"aws, ci/cd, gcp, java"
LinkedIn,data scientist,Développeur Kotlin/Swift (Remote),GEEKFACT,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-kotlin-swift-remote-at-geekfact-4266166602?position=3&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=FHXinG%2Fzdb0l%2FHkp7rLFsw%3D%3D,"git, java"
LinkedIn,data scientist,GTI - Postdoctoral Researcher Roadmap for Decarbonization in Mining - Sustainable Mobile Equipment,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/gti-postdoctoral-researcher-roadmap-for-decarbonization-in-mining-sustainable-mobile-equipment-at-um6p-university-mohammed-vi-polytechnic-4275537144?position=4&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=TUlujVpePPXF2SXlViGGrA%3D%3D,python
LinkedIn,data scientist,Dév Mobile React Native,BROME Consulting & Technology,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9v-mobile-react-native-at-brome-consulting-technology-4214641733?position=5&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=djj3gfXbW0OYxbAobzEkwQ%3D%3D,"javascript, react, typescript"
LinkedIn,data scientist,GTI - Postdoctoral Researcher Roadmap for Decarbonization in Mining - Decision-support System,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/gti-postdoctoral-researcher-roadmap-for-decarbonization-in-mining-decision-support-system-at-um6p-university-mohammed-vi-polytechnic-4275534272?position=6&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=taFqX5TCoWC3NwS9QTRlOQ%3D%3D,python
LinkedIn,data scientist,DevOps Engineer,Apside,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/devops-engineer-at-apside-4268537178?position=7&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=syf29cWdRNTOdxwu%2F6ha2A%3D%3D,"aws, azure, bash, ci/cd, docker, gcp, github, gitlab, jenkins, kubernetes, linux, nosql, python, sql, terraform"
LinkedIn,data scientist,Senior Programmer,Calsina Carre,Tanger et périphérie,https://ma.linkedin.com/jobs/view/senior-programmer-at-calsina-carre-4263067812?position=8&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=bat3ICBEQD%2B7Y8eKNe5lGg%3D%3D,"azure, c#, rest api, sql"
LinkedIn,data scientist,Data Analytics - Data Science Team Lead - Casablanca,Infomineo,"arrondissement d'Anfa, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-analytics-data-science-team-lead-casablanca-at-infomineo-4248019105?position=9&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=Hznkls1R6J%2BtW%2B8YN9KMRQ%3D%3D,"aws, azure, docker, etl, google cloud, hadoop, ibm cloud, javascript, kafka, kubernetes, looker, machine learning, mongodb, nosql, power bi, python, r, snowflake, spark, sql, tableau"
LinkedIn,data scientist,Senior Applications Engineer - Fintech,Oracle,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236014900?position=10&pageNum=10&refId=WyeBaqupoDf%2F%2Fd3CQya%2BAw%3D%3D&trackingId=X0um%2BKsmuxkgpj1V48NDBQ%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react"
LinkedIn,data scientist,DEVOPS ENGINEER,RIBATIS,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/devops-engineer-at-ribatis-4270029234?position=1&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=lcMyItoxyH2yqDOpLaZNBg%3D%3D,ci/cd
LinkedIn,data scientist,"Confirmed++ QA Automation_Playwright JavaScript, Karate",SQLI,Rabat et périphérie,https://ma.linkedin.com/jobs/view/confirmed%2B%2B-qa-automation-playwright-javascript-karate-at-sqli-4266950620?position=2&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=TFLeBb7Yng6TJGt7Gro2qw%3D%3D,"agile, ci/cd, gitlab, javascript, jenkins"
LinkedIn,data scientist,Core Java developer,DXC Technology Morocco,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/core-java-developer-at-dxc-technology-morocco-4273709906?position=3&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=mQnHsD7M1jKRJZ7RZp%2FkAA%3D%3D,"java, oracle, python, sql"
LinkedIn,data scientist,QA Automation (H/F),Devoteam,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/qa-automation-h-f-at-devoteam-4255755899?position=4&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=mOHwpxx48ZZPFFwowPqqaA%3D%3D,"agile, ci/cd, gitlab, java, javascript, jenkins, kanban, scrum"
LinkedIn,data scientist,Concepteur/Programmeur H/F,Groupe MECACHROME,Tanger et périphérie,https://ma.linkedin.com/jobs/view/concepteur-programmeur-h-f-at-groupe-mecachrome-4264468833?position=5&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=rMtrd06SD65kr7ycVY70DA%3D%3D,
LinkedIn,data scientist,Senior Applications Engineer - Fintech,Oracle,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236015813?position=6&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=NzWRTt9GWqkWZN8ZTLwrVw%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react"
LinkedIn,data scientist,Full Stack Developer,Cnexia,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-cnexia-4277669991?position=7&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=9HrQs6YQSY0B%2BsdDQ2ka%2FA%3D%3D,"java, sql"
LinkedIn,data scientist,JAVA Developer (Relocation to Portugal) ENG/FR,Affinity,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/java-developer-relocation-to-portugal-eng-fr-at-affinity-4275573819?position=8&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=AVQbWtAAhI%2FKWuHw%2F12cHA%3D%3D,"ci/cd, docker, java, kubernetes, linux, microservices, postgresql, shell scripting"
LinkedIn,data scientist,Site Manager for Inspirational and Demonstration,ICARDA; International Center for Agricultural Research in the Dry Areas,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/site-manager-for-inspirational-and-demonstration-at-icarda-international-center-for-agricultural-research-in-the-dry-areas-4270404827?position=9&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=xmtTn29kfyLRKkOsZtM0hA%3D%3D,
LinkedIn,data scientist,Développeur full stack ReactJS NodeJS,Alter Solutions Group,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-reactjs-nodejs-at-alter-solutions-group-4260890517?position=10&pageNum=12&refId=bP77xzVVob5LRm5q4CC0gw%3D%3D&trackingId=qcZxCnFzMuXzUN%2F9hcgohA%3D%3D,"agile, bdd, graphql, tdd, typescript"
LinkedIn,data scientist,Senior Applications Engineer - Fintech,Oracle,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236013901?position=1&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=LKB01vtpX08VdRJR4xYyog%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react"
LinkedIn,data scientist,Software Engineer - X Delivery,Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/software-engineer-x-delivery-at-boston-consulting-group-bcg-4205210893?position=2&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=%2FOGvbEn%2Fbv7y8p7JleqpQg%3D%3D,"agile, angular, aws, azure, c#, ci/cd, design patterns, django, docker, flask, gcp, git, java, javascript, kubernetes, microservices, mongodb, nosql, python, react, spark, sql, terraform, typescript"
LinkedIn,data scientist,CDI – Cloud Solution Engineer,SoftyDev,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/cdi-%E2%80%93-cloud-solution-engineer-at-softydev-4174655262?position=3&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=JscQi1NAkGShqssinIX4wQ%3D%3D,"angular, javascript"
LinkedIn,data scientist,Développeur JAVA - KOTLIN,SII Group Morocco,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-kotlin-at-sii-group-morocco-4277715233?position=4&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=FXXPC5qJ891tW5FLUXHtXQ%3D%3D,"azure, ci/cd, docker, git, java, jenkins, kafka, kubernetes, microservices, mongodb, mysql, nosql, postgresql, spring boot, sql, websocket"
LinkedIn,data scientist,Ingénieur DevOps (H/F) - Rabat,Sofrecom Maroc,Rabat et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-h-f-rabat-at-sofrecom-maroc-4273876769?position=5&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=MiyrLOsQs%2BDNPQeq2w82pg%3D%3D,"agile, ci/cd, gitlab, java, jenkins, kubernetes, python, sql"
LinkedIn,data scientist,Full Stack Developer,Expleo Group,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-expleo-group-4235390978?position=6&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=0BsQakdyDNFMgeEliQm9mw%3D%3D,"c#, etl, sql"
LinkedIn,data scientist,Développeur Full stack,BROME Consulting & Technology,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-at-brome-consulting-technology-4200187056?position=7&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=fN%2BfFuDSXyms3YwQ1U2d0Q%3D%3D,"kubernetes, spring boot"
LinkedIn,data scientist,Data Engineer,Altados by Niji,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/data-engineer-at-altados-by-niji-4264375565?position=8&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=8pt9GzJPzJOCz%2BeThnE0GQ%3D%3D,"azure, etl, python, sql"
LinkedIn,data scientist,Ingénieur d'étude en Système embarqué F/H - SAFRAN ENGINEERING SERVICES MOROCCO SA,AEROCONTACT,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-d-%C3%A9tude-en-syst%C3%A8me-embarqu%C3%A9-f-h-safran-engineering-services-morocco-sa-at-aerocontact-4275305685?position=9&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=AAuDoTRKPrVyFKb8%2B0KpZA%3D%3D,
LinkedIn,data scientist,Ingénieur Test & Automatisation confirmé/senior,Orange Business,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-automatisation-confirm%C3%A9-senior-at-orange-business-4236672493?position=10&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=nwyFH4xVUly6HBCRwmC5Iw%3D%3D,"agile, bdd, c#, git, java, jenkins, oracle, postgresql, python, sql"
LinkedIn,data scientist,"Développeur Logiciel Embarqué C/C++, Secteur Automobile, Poste en CDI",ATEQ Morocco,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-logiciel-embarqu%C3%A9-c-c%2B%2B-secteur-automobile-poste-en-cdi-at-ateq-morocco-4281934529?position=1&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=6GkhDmmSQg3UZ1LEMgMTBA%3D%3D,"c++, python"
LinkedIn,data scientist,Senior ServiceNow Developer,Atos,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/senior-servicenow-developer-at-atos-4279877267?position=2&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=%2F51%2FWThBWnAoVDFAHHdIDw%3D%3D,"agile, javascript, scrum"
LinkedIn,data scientist,Développeur full stack ReactJS NodeJS,Alter Solutions Group,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-reactjs-nodejs-at-alter-solutions-group-4278789134?position=3&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=A7VWvVozu%2BsySlK3shHhTg%3D%3D,"agile, bdd, graphql, tdd, typescript"
LinkedIn,data scientist,DEVELOPPEUR JAVA FULL STACK  H/F,Tessi,"Oujda, Oriental, Maroc",https://ma.linkedin.com/jobs/view/developpeur-java-full-stack-h-f-at-tessi-4282189425?position=4&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=A%2BP4ct5kUIHQ9q12B9GoVg%3D%3D,"ci/cd, git, java, jenkins, linux, mysql, sql"
LinkedIn,data scientist,Chargé de Développement Infotainment,SEGULA Technologies,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/charg%C3%A9-de-d%C3%A9veloppement-infotainment-at-segula-technologies-4271764029?position=5&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=lPpJMYz8X50lO%2FSNGolmgg%3D%3D,"c++, linux, python"
LinkedIn,data scientist,Senior Backend Engineer - Python,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/senior-backend-engineer-python-at-lumenalta-4279557158?position=6&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=pkFSJLnFSzCuivGY05S1tA%3D%3D,"aws, ci/cd, graphql, microservices, python"
LinkedIn,data scientist,Ingénieur DATA,SII Group Morocco,Rabat et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-at-sii-group-morocco-4271712313?position=7&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=ZLeZAkbYwwHg8H6NqbJXog%3D%3D,"airflow, aws, azure, gcp, kafka, python, spark"
LinkedIn,data scientist,Full Stack Software Engineer,WaystoCap,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/full-stack-software-engineer-at-waystocap-4119520877?position=8&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=My%2Fa2kn7w2xK3qE22Kv1XA%3D%3D,"agile, ci/cd, graphql, java, javascript, next.js, nosql"
LinkedIn,data scientist,CONSULTANT TALEND CONFIRME,RED TIC,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/consultant-talend-confirme-at-red-tic-4276977782?position=9&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=2SGUFGkgBWQLVIq7EVSHtA%3D%3D,"ci/cd, docker, etl, git, java, kubernetes, sql"
LinkedIn,data scientist,Ingénieur études et développement Java,Groupe SII,"Oujda, Oriental, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tudes-et-d%C3%A9veloppement-java-at-groupe-sii-4121192039?position=10&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=lCdFqdzO%2F74l%2FZq0zR4h8A%3D%3D,"agile, css, git, gitlab, html, java, javascript, kanban, microservices, mysql, nosql, oracle, scrum"
LinkedIn,data scientist,Senior Quality Assurance Automation Engineer,Astek Middle East,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-at-astek-middle-east-4274703916?position=1&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=MEl2b4AOELvv6vses3ySWQ%3D%3D,"agile, azure, bdd, ci/cd, docker, git, gitlab, java, jenkins, kanban, scrum, sql"
LinkedIn,data scientist,"Consultant Android , Consultant IOS Maroc - Casablanca 🌍",Adria Business & Technology,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/consultant-android-consultant-ios-maroc-casablanca-%F0%9F%8C%8D-at-adria-business-technology-4258197677?position=2&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=nUWrrrT4c1HBtNTKyZHpuw%3D%3D,"git, java"
LinkedIn,data scientist,Flutter & Laravel Developer — Marrakech (On-site),SAFE APPS,"Marrakech, Marrakech-Safi, Maroc",https://ma.linkedin.com/jobs/view/flutter-laravel-developer-%E2%80%94-marrakech-on-site-at-safe-apps-4281920899?position=3&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=0L3hOLMX3lMpNsm5N0ywDA%3D%3D,php
LinkedIn,data scientist,Software Developer - BW,Cnexia,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/software-developer-bw-at-cnexia-3816681629?position=4&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=czEpOPbgzLZi84mh2z4I2A%3D%3D,"agile, etl, snowflake, sql"
LinkedIn,data scientist,Développeur web Java/Développeuse web Java,SQLI,"Préfecture de Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-web-java-d%C3%A9veloppeuse-web-java-at-sqli-4265408801?position=5&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=RQyuyjWlWPb%2Fk5ZRbXLYdw%3D%3D,"agile, ci/cd, docker, git, java, microservices, nosql, redis, scrum"
LinkedIn,data scientist,DEVELOPPEUR DEVOPS POWER PLATFORM,RED TIC,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/developpeur-devops-power-platform-at-red-tic-4279602594?position=6&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=47o0GIRRxswyua84ePlfmA%3D%3D,"azure, ci/cd, git, java, power bi"
LinkedIn,data scientist,Data Engineer GCP F/H,VISEO,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-gcp-f-h-at-viseo-4133242965?position=7&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=DbGAQBTk2nCPe7Q2P0fGlA%3D%3D,"airflow, beam, etl, gcp, google cloud, java, python, spark, sql"
LinkedIn,data scientist,Test lead,Orange Business,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/test-lead-at-orange-business-4267782985?position=8&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=%2FEE3m42Ze2EfvvAF%2B6%2FIdw%3D%3D,"agile, scrum"
LinkedIn,data scientist,Business Research - Senior Research Analyst - Casablanca,Infomineo,"arrondissement d'Anfa, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/business-research-senior-research-analyst-casablanca-at-infomineo-4271438858?position=9&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=m1D5WW4Y8tHOGfsx1Etoyw%3D%3D,excel
LinkedIn,data scientist,Développeur Sage 1000,MAROC FER,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-sage-1000-at-maroc-fer-4264766563?position=10&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=qQPhNcuxTsWb9DQijbUAwA%3D%3D,sql
LinkedIn,data scientist,Data Engineering Intern - X Delivery,Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineering-intern-x-delivery-at-boston-consulting-group-bcg-4205213767?position=1&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=jh4f7N4kuEzX1yp%2FBEqS%2BQ%3D%3D,"airflow, aws, azure, ci/cd, data pipeline, django, docker, etl, fastapi, flask, git, google cloud, hadoop, jenkins, kafka, kubernetes, mongodb, nosql, python, redis, spark, sql, terraform"
LinkedIn,data scientist,Ingénieur de Production (H/F),Sofrecom Maroc,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-de-production-h-f-at-sofrecom-maroc-4266732618?position=2&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=6PDzwDv0vmQC3m9aBfyBDw%3D%3D,"airflow, aws, docker, gcp, jenkins, kubernetes, linux, mysql, oracle"
LinkedIn,data scientist,Ingénieur DevOps/Ingénieure DevOps,ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-ing%C3%A9nieure-devops-at-alten-maroc-4279619898?position=3&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=dX2CHbAV0tCf4r0iYAf7UQ%3D%3D,"agile, ci/cd, gcp, git, gitlab, google cloud, jenkins, kubernetes, linux, scrum, sql, terraform"
LinkedIn,data scientist,Data Engineer Confirmé – Écosystème Microsoft Fabric,MAROC FER,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-%E2%80%93-%C3%A9cosyst%C3%A8me-microsoft-fabric-at-maroc-fer-4267073871?position=4&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=4mTU2z32WeMoxsy8ht2RyA%3D%3D,"power bi, python, spark, sql"
LinkedIn,data scientist,Développeur Guidewire,Alter Solutions Group,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-guidewire-at-alter-solutions-group-4261974947?position=5&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=jxYwAVEXHsQjgZeNpe6BbQ%3D%3D,"agile, java, javascript, microservices, react"
LinkedIn,data scientist,Ingénieur tests et validation (Rabat - Secteur Télécommunications),MAROC FER,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-tests-et-validation-rabat-secteur-t%C3%A9l%C3%A9communications-at-maroc-fer-4267544143?position=6&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=udX%2FKTiN%2BkmSdZaT9P5ZZQ%3D%3D,
LinkedIn,data scientist,OPENSTACK CLOUD PLATFORM EXPERT,RIBATIS,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/openstack-cloud-platform-expert-at-ribatis-4273022132?position=7&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=nAjPR1GsRZu4zskX%2F0alUA%3D%3D,"git, gitlab, jenkins, linux, terraform"
LinkedIn,data scientist,Frontend Engineer – Tracking & Data Layer Implementation,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/frontend-engineer-%E2%80%93-tracking-data-layer-implementation-at-imedia24-gmbh-4266530781?position=8&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=94U0%2FDKmVZFzy5eDhBhagA%3D%3D,"angular, css, html, javascript, react, typescript"
LinkedIn,data scientist,Concepteur Développeur Full-Stack (Java/DevOps),Sofrecom Maroc,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-full-stack-java-devops-at-sofrecom-maroc-4273862828?position=9&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=882WrAsF5iNifSEAnaVthg%3D%3D,"aws, ci/cd, docker, gitlab, java, kanban, microservices, spring boot, terraform"
LinkedIn,data scientist,Ingénieur de production IT - (H/F),Saham Bank (Officiel),Casablanca et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-de-production-it-h-f-at-saham-bank-officiel-4270176161?position=10&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=1CuhPTe61eJoRmNWmKkeVA%3D%3D,"oracle, postgresql, sql"
LinkedIn,data scientist,Ingénieur Cloud AWS,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-cloud-aws-at-inetum-4243831105?position=1&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=oYQtYZRasWEKaXhTbBgTTg%3D%3D,"agile, aws, ci/cd, kanban, scrum, terraform"
LinkedIn,data scientist,Stagiaire en développement de programmes,Smollan,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/stagiaire-en-d%C3%A9veloppement-de-programmes-at-smollan-4269920038?position=2&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=NbQBb5%2FM9P%2BM9%2B1KWz8Viw%3D%3D,agile
